,Date,Holiday,SiteId
55,2015-09-07,Labor Day,1
56,2015-11-11,Veterans Day,1
57,2015-11-26,Thanksgiving Day,1
58,2015-11-27,Thanksgiving Friday,1
59,2015-12-24,Christmas Eve,1
60,2015-12-25,Christmas Day,1
61,2015-12-31,New Years Eve,1
62,2016-01-01,New year,12
63,2016-01-18,"Birthday of Martin Luther King, Jr.",12
64,2016-02-15,Washington's Birthday,12
65,2016-03-31,Cesar Chavez Day,12
66,2016-05-30,Memorial Day,12
67,2016-07-04,Independence Day,12
68,2016-09-05,Labor Day,12
69,2016-11-11,Veterans Day,12
70,2016-11-24,Thanksgiving Day,12
71,2016-11-25,Thanksgiving Friday,12
72,2016-12-25,Christmas Day,12
73,2016-12-26,Christmas Day (Observed),12
74,2017-01-01,New year,12
75,2017-01-02,New year (Observed),12
76,2017-01-16,"Birthday of Martin Luther King, Jr.",12
77,2017-02-20,Washington's Birthday,12
78,2017-03-31,Cesar Chavez Day,12
79,2017-05-29,Memorial Day,12
80,2017-07-04,Independence Day,12
81,2017-09-04,Labor Day,12
82,2017-11-10,Veterans Day (Observed),12
83,2017-11-11,Veterans Day,12
84,2017-11-23,Thanksgiving Day,12
85,2017-11-24,Thanksgiving Friday,12
86,2017-12-25,Christmas Day,12
87,2016-01-01,New year,13
88,2016-01-18,Robert E. Lee/Martin Luther King Birthday,13
89,2016-02-15,George Washington/Thomas Jefferson Birthday,13
90,2016-04-25,Confederate Memorial Day,13
91,2016-05-30,Memorial Day,13
92,2016-06-06,Jefferson Davis Birthday,13
93,2016-07-04,Independence Day,13
94,2016-09-05,Labor Day,13
95,2016-10-10,Columbus Day / Fraternal Day / American Indian Heritage Day,13
96,2016-11-11,Veterans Day,13
97,2016-11-24,Thanksgiving Day,13
98,2016-12-25,Christmas Day,13
99,2016-12-26,Christmas Day (Observed),13
100,2017-01-01,New year,13
101,2017-01-02,New year (Observed),13
102,2017-01-16,Robert E. Lee/Martin Luther King Birthday,13
103,2017-02-20,George Washington/Thomas Jefferson Birthday,13
104,2017-04-24,Confederate Memorial Day,13
105,2017-05-29,Memorial Day,13
106,2017-06-05,Jefferson Davis Birthday,13
107,2017-07-04,Independence Day,13
108,2017-09-04,Labor Day,13
109,2017-10-09,Columbus Day / Fraternal Day / American Indian Heritage Day,13
110,2017-11-10,Veterans Day (Observed),13
111,2017-11-11,Veterans Day,13
112,2017-11-23,Thanksgiving Day,13
113,2017-12-25,Christmas Day,13
114,2014-01-01,New year,13
115,2014-01-20,Robert E. Lee/Martin Luther King Birthday,13
116,2014-02-17,George Washington/Thomas Jefferson Birthday,13
117,2014-04-28,Confederate Memorial Day,13
118,2014-05-26,Memorial Day,13
119,2014-06-02,Jefferson Davis Birthday,13
120,2014-07-04,Independence Day,13
121,2014-09-01,Labor Day,13
122,2014-10-13,Columbus Day / Fraternal Day / American Indian Heritage Day,13
123,2014-11-11,Veterans Day,13
124,2014-11-27,Thanksgiving Day,13
125,2014-12-25,Christmas Day,13
126,2015-01-01,New year,13
127,2015-01-19,Robert E. Lee/Martin Luther King Birthday,13
128,2015-02-16,George Washington/Thomas Jefferson Birthday,13
129,2015-04-27,Confederate Memorial Day,13
130,2015-05-25,Memorial Day,13
131,2015-06-01,Jefferson Davis Birthday,13
132,2015-07-03,Independence Day (Observed),13
133,2015-07-04,Independence Day,13
134,2015-09-07,Labor Day,13
135,2015-10-12,Columbus Day / Fraternal Day / American Indian Heritage Day,13
136,2015-11-11,Veterans Day,13
137,2015-11-26,Thanksgiving Day,13
138,2015-12-25,Christmas Day,13
139,2016-01-01,New year,14
140,2016-01-18,"Birthday of Martin Luther King, Jr.",14
141,2016-03-25,Good Friday,14
142,2016-05-03,Primary Election Day,14
143,2016-05-30,Memorial Day,14
144,2016-07-04,Independence Day,14
145,2016-09-05,Labor Day,14
146,2016-10-10,Columbus Day,14
147,2016-11-08,General Election Day,14
148,2016-11-11,Veterans Day,14
149,2016-11-24,Thanksgiving Day,14
150,2016-11-25,Lincoln's Birthday,14
151,2016-12-23,Washington's Birthday (Observed),14
152,2016-12-25,Christmas Day,14
153,2016-12-26,Christmas Day (Observed),14
154,2017-01-01,New year,14
155,2017-01-02,New year (Observed),14
156,2017-01-16,"Birthday of Martin Luther King, Jr.",14
157,2017-04-14,Good Friday,14
158,2017-05-29,Memorial Day,14
159,2017-07-04,Independence Day,14
160,2017-09-04,Labor Day,14
161,2017-10-09,Columbus Day,14
162,2017-11-10,Veterans Day (Observed),14
163,2017-11-11,Veterans Day,14
164,2017-11-23,Thanksgiving Day,14
165,2017-11-24,Lincoln's Birthday,14
166,2017-12-25,Christmas Day,14
167,2017-12-26,Washington's Birthday (Observed),14
168,2014-01-01,New year,14
169,2014-01-20,"Birthday of Martin Luther King, Jr.",14
170,2014-04-18,Good Friday,14
171,2014-05-06,Primary Election Day,14
172,2014-05-26,Memorial Day,14
173,2014-07-04,Independence Day,14
174,2014-09-01,Labor Day,14
175,2014-10-13,Columbus Day,14
176,2014-11-04,General Election Day,14
177,2014-11-11,Veterans Day,14
178,2014-11-27,Thanksgiving Day,14
179,2014-11-28,Lincoln's Birthday,14
180,2014-12-25,Christmas Day,14
181,2014-12-26,Washington's Birthday (Observed),14
182,2015-01-01,New year,14
183,2015-01-19,"Birthday of Martin Luther King, Jr.",14
184,2015-04-03,Good Friday,14
185,2015-05-25,Memorial Day,14
186,2015-07-03,Independence Day (Observed),14
187,2015-07-04,Independence Day,14
188,2015-09-07,Labor Day,14
189,2015-10-12,Columbus Day,14
190,2015-11-11,Veterans Day,14
191,2015-11-26,Thanksgiving Day,14
192,2015-11-27,Lincoln's Birthday,14
193,2015-12-24,Washington's Birthday (Observed),14
194,2015-12-25,Christmas Day,14
195,2016-01-01,New year,15
196,2016-01-18,"Birthday of Martin Luther King, Jr.",15
197,2016-02-15,Washington's Birthday,15
198,2016-05-30,Memorial Day,15
199,2016-06-20,West Virgina Day,15
200,2016-07-04,Independence Day,15
201,2016-09-05,Labor Day,15
202,2016-10-10,Columbus Day,15
203,2016-11-08,Election Day / Susan B. Anthony Day,15
204,2016-11-11,Veterans Day,15
205,2016-11-24,Thanksgiving Day,15
206,2016-11-25,Thanksgiving Friday,15
207,2016-12-25,Christmas Day,15
208,2016-12-26,Christmas Day (Observed),15
209,2014-01-01,New year,15
210,2014-01-20,"Birthday of Martin Luther King, Jr.",15
211,2014-02-17,Washington's Birthday,15
212,2014-05-26,Memorial Day,15
213,2014-06-20,West Virgina Day,15
214,2014-07-04,Independence Day,15
215,2014-09-01,Labor Day,15
216,2014-10-13,Columbus Day,15
217,2014-11-04,Election Day / Susan B. Anthony Day,15
218,2014-11-11,Veterans Day,15
219,2014-11-27,Thanksgiving Day,15
220,2014-11-28,Thanksgiving Friday,15
221,2014-12-25,Christmas Day,15
222,2015-01-01,New year,15
223,2015-01-19,"Birthday of Martin Luther King, Jr.",15
224,2015-02-16,Washington's Birthday,15
225,2015-05-25,Memorial Day,15
226,2015-06-19,West Virgina Day (Observed),15
227,2015-06-20,West Virgina Day,15
228,2015-07-03,Independence Day (Observed),15
229,2015-07-04,Independence Day,15
230,2015-09-07,Labor Day,15
231,2015-10-12,Columbus Day,15
232,2015-11-11,Veterans Day,15
233,2015-11-26,Thanksgiving Day,15
234,2015-11-27,Thanksgiving Friday,15
235,2015-12-25,Christmas Day,15
236,2016-01-01,New year,16
237,2016-01-18,"Birthday of Martin Luther King, Jr.",16
238,2016-01-19,Confederate Heroes Day,16
239,2016-02-15,Washington's Birthday,16
240,2016-03-02,Texas Independence Day,16
241,2016-04-21,San Jacinto Day,16
242,2016-05-30,Memorial Day,16
243,2016-06-19,Emancipation Day in Texas,16
244,2016-06-20,Emancipation Day in Texas (Observed),16
245,2016-07-04,Independence Day,16
246,2016-08-26,Lyndon B. Jonhson Day (Observed),16
247,2016-08-27,Lyndon B. Jonhson Day,16
248,2016-09-05,Labor Day,16
249,2016-11-11,Veterans Day,16
250,2016-11-24,Thanksgiving Day,16
251,2016-11-25,Thanksgiving Friday,16
252,2016-12-23,Christmas Eve (Observed),16
253,2016-12-24,Christmas Eve,16
254,2016-12-25,Christmas Day,16
255,2016-12-26,Christmas Day (Observed),16
256,2016-12-26,Day After Christmas,16
257,2017-01-01,New year,16
258,2017-01-02,New year (Observed),16
259,2017-01-16,"Birthday of Martin Luther King, Jr.",16
260,2017-01-19,Confederate Heroes Day,16
261,2017-02-20,Washington's Birthday,16
262,2017-03-02,Texas Independence Day,16
263,2017-04-21,San Jacinto Day,16
264,2017-05-29,Memorial Day,16
265,2017-06-19,Emancipation Day in Texas,16
266,2017-07-04,Independence Day,16
267,2017-08-27,Lyndon B. Jonhson Day,16
268,2017-08-28,Lyndon B. Jonhson Day (Observed),16
269,2017-09-04,Labor Day,16
270,2017-11-10,Veterans Day (Observed),16
271,2017-11-11,Veterans Day,16
272,2017-11-23,Thanksgiving Day,16
273,2017-11-24,Thanksgiving Friday,16
274,2017-12-24,Christmas Eve,16
275,2017-12-25,Christmas Day,16
276,2017-12-25,Christmas Eve (Observed),16
277,2017-12-26,Christmas Eve (Observed),16
278,2017-12-26,Day After Christmas,16
279,2017-12-27,Christmas Day (Observed),16
280,2014-01-01,New year,16
281,2014-01-19,Confederate Heroes Day,16
282,2014-01-20,"Birthday of Martin Luther King, Jr.",16
283,2014-01-20,Confederate Heroes Day (Observed),16
284,2014-02-17,Washington's Birthday,16
285,2014-03-02,Texas Independence Day,16
286,2014-03-03,Texas Independence Day (Observed),16
287,2014-04-21,San Jacinto Day,16
288,2014-05-26,Memorial Day,16
289,2014-06-19,Emancipation Day in Texas,16
290,2014-07-04,Independence Day,16
291,2014-08-27,Lyndon B. Jonhson Day,16
292,2014-09-01,Labor Day,16
293,2014-11-11,Veterans Day,16
294,2014-11-27,Thanksgiving Day,16
295,2014-11-28,Thanksgiving Friday,16
296,2014-12-24,Christmas Eve,16
297,2014-12-25,Christmas Day,16
298,2014-12-26,Day After Christmas,16
299,2015-01-01,New year,16
300,2015-01-19,"Birthday of Martin Luther King, Jr.",16
301,2015-01-19,Confederate Heroes Day,16
302,2015-02-16,Washington's Birthday,16
303,2015-03-02,Texas Independence Day,16
304,2015-04-21,San Jacinto Day,16
305,2015-05-25,Memorial Day,16
306,2015-06-19,Emancipation Day in Texas,16
307,2015-07-03,Independence Day (Observed),16
308,2015-07-04,Independence Day,16
309,2015-08-27,Lyndon B. Jonhson Day,16
310,2015-09-07,Labor Day,16
311,2015-11-11,Veterans Day,16
312,2015-11-26,Thanksgiving Day,16
313,2015-11-27,Thanksgiving Friday,16
314,2015-12-24,Christmas Eve,16
315,2015-12-25,Christmas Day,16
316,2015-12-25,Day After Christmas (Observed),16
317,2015-12-26,Day After Christmas,16
318,2016-01-01,New year,17
319,2016-01-18,"Birthday of Martin Luther King, Jr.",17
320,2016-02-09,Mardi Gras,17
321,2016-02-15,Washington's Birthday,17
322,2016-03-25,Good Friday,17
323,2016-05-30,Memorial Day,17
324,2016-07-04,Independence Day,17
325,2016-09-05,Labor Day,17
326,2016-11-08,Election Day,17
327,2016-11-11,Veterans Day,17
328,2016-11-24,Thanksgiving Day,17
329,2016-12-25,Christmas Day,17
330,2016-12-26,Christmas Day (Observed),17
331,2017-01-01,New year,17
332,2017-01-02,New year (Observed),17
333,2017-01-16,"Birthday of Martin Luther King, Jr.",17
334,2017-02-20,Washington's Birthday,17
335,2017-02-28,Mardi Gras,17
336,2017-04-14,Good Friday,17
337,2017-05-29,Memorial Day,17
338,2017-07-04,Independence Day,17
339,2017-09-04,Labor Day,17
340,2017-11-10,Veterans Day (Observed),17
341,2017-11-11,Veterans Day,17
342,2017-11-23,Thanksgiving Day,17
343,2017-12-25,Christmas Day,17
344,2014-01-01,New year,17
345,2014-01-20,"Birthday of Martin Luther King, Jr.",17
346,2014-02-17,Washington's Birthday,17
347,2014-03-04,Mardi Gras,17
348,2014-04-18,Good Friday,17
349,2014-05-26,Memorial Day,17
350,2014-07-04,Independence Day,17
351,2014-09-01,Labor Day,17
352,2014-11-04,Election Day,17
353,2014-11-11,Veterans Day,17
354,2014-11-27,Thanksgiving Day,17
355,2014-12-25,Christmas Day,17
356,2015-01-01,New year,17
357,2015-01-19,"Birthday of Martin Luther King, Jr.",17
358,2015-02-16,Washington's Birthday,17
359,2015-02-17,Mardi Gras,17
360,2015-04-03,Good Friday,17
361,2015-05-25,Memorial Day,17
362,2015-07-03,Independence Day (Observed),17
363,2015-07-04,Independence Day,17
364,2015-09-07,Labor Day,17
365,2015-11-11,Veterans Day,17
366,2015-11-26,Thanksgiving Day,17
367,2015-12-25,Christmas Day,17
368,2016-01-01,New year,18
369,2016-01-18,"Birthday of Martin Luther King, Jr.",18
370,2016-02-09,Mardi Gras,18
371,2016-02-15,Washington's Birthday,18
372,2016-03-25,Good Friday,18
373,2016-05-30,Memorial Day,18
374,2016-07-04,Independence Day,18
375,2016-09-05,Labor Day,18
376,2016-11-08,Election Day,18
377,2016-11-11,Veterans Day,18
378,2016-11-24,Thanksgiving Day,18
379,2016-12-25,Christmas Day,18
380,2016-12-26,Christmas Day (Observed),18
381,2017-01-01,New year,18
382,2017-01-02,New year (Observed),18
383,2017-01-16,"Birthday of Martin Luther King, Jr.",18
384,2017-02-20,Washington's Birthday,18
385,2017-02-28,Mardi Gras,18
386,2017-04-14,Good Friday,18
387,2017-05-29,Memorial Day,18
388,2017-07-04,Independence Day,18
389,2017-09-04,Labor Day,18
390,2017-11-10,Veterans Day (Observed),18
391,2017-11-11,Veterans Day,18
392,2017-11-23,Thanksgiving Day,18
393,2017-12-25,Christmas Day,18
394,2014-01-01,New year,18
395,2014-01-20,"Birthday of Martin Luther King, Jr.",18
396,2014-02-17,Washington's Birthday,18
397,2014-03-04,Mardi Gras,18
398,2014-04-18,Good Friday,18
399,2014-05-26,Memorial Day,18
400,2014-07-04,Independence Day,18
401,2014-09-01,Labor Day,18
402,2014-11-04,Election Day,18
403,2014-11-11,Veterans Day,18
404,2014-11-27,Thanksgiving Day,18
405,2014-12-25,Christmas Day,18
406,2015-01-01,New year,18
407,2015-01-19,"Birthday of Martin Luther King, Jr.",18
408,2015-02-16,Washington's Birthday,18
409,2015-02-17,Mardi Gras,18
410,2015-04-03,Good Friday,18
411,2015-05-25,Memorial Day,18
412,2015-07-03,Independence Day (Observed),18
413,2015-07-04,Independence Day,18
414,2015-09-07,Labor Day,18
415,2015-11-11,Veterans Day,18
416,2015-11-26,Thanksgiving Day,18
417,2015-12-25,Christmas Day,18
418,2016-01-01,New year,20
419,2016-01-18,"Birthday of Martin Luther King, Jr.",20
420,2016-02-15,Washington's Birthday,20
421,2016-03-25,Good Friday,20
422,2016-05-30,Memorial Day,20
423,2016-07-04,Independence Day,20
424,2016-09-05,Labor Day,20
425,2016-11-11,Veterans Day,20
426,2016-11-24,Thanksgiving Day,20
427,2016-12-23,Christmas Eve (Observed),20
428,2016-12-24,Christmas Eve,20
429,2016-12-25,Christmas Day,20
430,2016-12-26,Christmas Day (Observed),20
431,2017-01-01,New year,20
432,2017-01-02,New year (Observed),20
433,2017-01-16,"Birthday of Martin Luther King, Jr.",20
434,2017-02-20,Washington's Birthday,20
435,2017-04-14,Good Friday,20
436,2017-05-29,Memorial Day,20
437,2017-07-04,Independence Day,20
438,2017-09-04,Labor Day,20
439,2017-11-10,Veterans Day (Observed),20
440,2017-11-11,Veterans Day,20
441,2017-11-23,Thanksgiving Day,20
442,2017-12-24,Christmas Eve,20
443,2017-12-25,Christmas Day,20
444,2017-12-25,Christmas Eve (Observed),20
445,2017-12-26,Christmas Eve (Observed),20
446,2017-12-27,Christmas Day (Observed),20
447,2015-01-01,New year,20
448,2015-01-19,"Birthday of Martin Luther King, Jr.",20
449,2015-02-16,Washington's Birthday,20
450,2015-04-03,Good Friday,20
451,2015-05-25,Memorial Day,20
452,2015-07-03,Independence Day (Observed),20
453,2015-07-04,Independence Day,20
454,2015-09-07,Labor Day,20
455,2015-11-11,Veterans Day,20
456,2015-11-26,Thanksgiving Day,20
457,2015-12-24,Christmas Eve,20
458,2015-12-25,Christmas Day,20
459,2016-01-01,New year,21
460,2016-03-28,Easter Monday,21
461,2016-05-01,Labour Day,21
462,2016-05-05,Ascension Thursday,21
463,2016-05-08,Victory in Europe Day,21
464,2016-05-16,Whit Monday,21
465,2016-07-14,Bastille Day,21
466,2016-08-15,Assumption of Mary to Heaven,21
467,2016-11-01,All Saints Day,21
468,2016-11-11,Armistice Day,21
469,2016-12-25,Christmas Day,21
470,2017-01-01,New year,21
471,2017-04-17,Easter Monday,21
472,2017-05-01,Labour Day,21
473,2017-05-08,Victory in Europe Day,21
474,2017-05-25,Ascension Thursday,21
475,2017-06-05,Whit Monday,21
476,2017-07-14,Bastille Day,21
477,2017-08-15,Assumption of Mary to Heaven,21
478,2017-11-01,All Saints Day,21
479,2017-11-11,Armistice Day,21
480,2017-12-25,Christmas Day,21
481,2014-01-01,New year,21
482,2014-04-21,Easter Monday,21
483,2014-05-01,Labour Day,21
484,2014-05-08,Victory in Europe Day,21
485,2014-05-29,Ascension Thursday,21
486,2014-06-09,Whit Monday,21
487,2014-07-14,Bastille Day,21
488,2014-08-15,Assumption of Mary to Heaven,21
489,2014-11-01,All Saints Day,21
490,2014-11-11,Armistice Day,21
491,2014-12-25,Christmas Day,21
492,2015-01-01,New year,21
493,2015-04-06,Easter Monday,21
494,2015-05-01,Labour Day,21
495,2015-05-08,Victory in Europe Day,21
496,2015-05-14,Ascension Thursday,21
497,2015-05-25,Whit Monday,21
498,2015-07-14,Bastille Day,21
499,2015-08-15,Assumption of Mary to Heaven,21
500,2015-11-01,All Saints Day,21
501,2015-11-11,Armistice Day,21
502,2015-12-25,Christmas Day,21
503,2016-01-01,New year,22
504,2016-03-28,Easter Monday,22
505,2016-05-01,Labour Day,22
506,2016-05-05,Ascension Thursday,22
507,2016-05-08,Victory in Europe Day,22
508,2016-05-16,Whit Monday,22
509,2016-07-14,Bastille Day,22
510,2016-08-15,Assumption of Mary to Heaven,22
511,2016-11-01,All Saints Day,22
512,2016-11-11,Armistice Day,22
513,2016-12-25,Christmas Day,22
514,2017-01-01,New year,22
515,2017-04-17,Easter Monday,22
516,2017-05-01,Labour Day,22
517,2017-05-08,Victory in Europe Day,22
518,2017-05-25,Ascension Thursday,22
519,2017-06-05,Whit Monday,22
520,2017-07-14,Bastille Day,22
521,2017-08-15,Assumption of Mary to Heaven,22
522,2017-11-01,All Saints Day,22
523,2017-11-11,Armistice Day,22
524,2017-12-25,Christmas Day,22
525,2014-01-01,New year,22
526,2014-04-21,Easter Monday,22
527,2014-05-01,Labour Day,22
528,2014-05-08,Victory in Europe Day,22
529,2014-05-29,Ascension Thursday,22
530,2014-06-09,Whit Monday,22
531,2014-07-14,Bastille Day,22
532,2014-08-15,Assumption of Mary to Heaven,22
533,2014-11-01,All Saints Day,22
534,2014-11-11,Armistice Day,22
535,2014-12-25,Christmas Day,22
536,2015-01-01,New year,22
537,2015-04-06,Easter Monday,22
538,2015-05-01,Labour Day,22
539,2015-05-08,Victory in Europe Day,22
540,2015-05-14,Ascension Thursday,22
541,2015-05-25,Whit Monday,22
542,2015-07-14,Bastille Day,22
543,2015-08-15,Assumption of Mary to Heaven,22
544,2015-11-01,All Saints Day,22
545,2015-11-11,Armistice Day,22
546,2015-12-25,Christmas Day,22
547,2016-01-01,New year,23
548,2016-01-06,Epiphany,23
549,2016-03-28,Easter Monday,23
550,2016-04-25,Liberation Day,23
551,2016-05-01,International Workers' Day,23
552,2016-06-02,Republic Day,23
553,2016-08-15,Assumption of Mary to Heaven,23
554,2016-11-01,All Saints Day,23
555,2016-12-08,Immaculate Conception,23
556,2016-12-25,Christmas Day,23
557,2016-12-26,St Stephen's Day,23
558,2014-01-01,New year,23
559,2014-01-06,Epiphany,23
560,2014-04-21,Easter Monday,23
561,2014-04-25,Liberation Day,23
562,2014-05-01,International Workers' Day,23
563,2014-06-02,Republic Day,23
564,2014-08-15,Assumption of Mary to Heaven,23
565,2014-11-01,All Saints Day,23
566,2014-12-08,Immaculate Conception,23
567,2014-12-25,Christmas Day,23
568,2014-12-26,St Stephen's Day,23
569,2015-01-01,New year,23
570,2015-01-06,Epiphany,23
571,2015-04-06,Easter Monday,23
572,2015-04-25,Liberation Day,23
573,2015-05-01,International Workers' Day,23
574,2015-06-02,Republic Day,23
575,2015-08-15,Assumption of Mary to Heaven,23
576,2015-11-01,All Saints Day,23
577,2015-12-08,Immaculate Conception,23
578,2015-12-25,Christmas Day,23
579,2015-12-26,St Stephen's Day,23
580,2016-01-01,New year,25
581,2016-03-28,Easter Monday,25
582,2016-05-01,Labour Day,25
583,2016-05-05,Ascension Thursday,25
584,2016-05-16,Whit Monday,25
585,2016-07-21,National Day,25
586,2016-08-15,Assumption of Mary to Heaven,25
587,2016-11-01,All Saints Day,25
588,2016-11-11,Armistice of 1918,25
589,2016-12-25,Christmas Day,25
590,2017-01-01,New year,25
591,2017-04-17,Easter Monday,25
592,2017-05-01,Labour Day,25
593,2017-05-25,Ascension Thursday,25
594,2017-06-05,Whit Monday,25
595,2017-07-21,National Day,25
596,2017-08-15,Assumption of Mary to Heaven,25
597,2017-11-01,All Saints Day,25
598,2017-11-11,Armistice of 1918,25
599,2017-12-25,Christmas Day,25
600,2014-01-01,New year,25
601,2014-04-21,Easter Monday,25
602,2014-05-01,Labour Day,25
603,2014-05-29,Ascension Thursday,25
604,2014-06-09,Whit Monday,25
605,2014-07-21,National Day,25
606,2014-08-15,Assumption of Mary to Heaven,25
607,2014-11-01,All Saints Day,25
608,2014-11-11,Armistice of 1918,25
609,2014-12-25,Christmas Day,25
610,2015-01-01,New year,25
611,2015-04-06,Easter Monday,25
612,2015-05-01,Labour Day,25
613,2015-05-14,Ascension Thursday,25
614,2015-05-25,Whit Monday,25
615,2015-07-21,National Day,25
616,2015-08-15,Assumption of Mary to Heaven,25
617,2015-11-01,All Saints Day,25
618,2015-11-11,Armistice of 1918,25
619,2015-12-25,Christmas Day,25
620,2016-01-01,New year,26
621,2016-01-06,Epiphany,26
622,2016-03-28,Easter Monday,26
623,2016-04-25,Liberation Day,26
624,2016-05-01,International Workers' Day,26
625,2016-06-02,Republic Day,26
626,2016-08-15,Assumption of Mary to Heaven,26
627,2016-11-01,All Saints Day,26
628,2016-12-08,Immaculate Conception,26
629,2016-12-25,Christmas Day,26
630,2016-12-26,St Stephen's Day,26
631,2017-01-01,New year,26
632,2017-01-06,Epiphany,26
633,2017-04-17,Easter Monday,26
634,2017-04-25,Liberation Day,26
635,2017-05-01,International Workers' Day,26
636,2017-06-02,Republic Day,26
637,2017-08-15,Assumption of Mary to Heaven,26
638,2017-11-01,All Saints Day,26
639,2017-12-08,Immaculate Conception,26
640,2017-12-25,Christmas Day,26
641,2017-12-26,St Stephen's Day,26
642,2014-01-01,New year,26
643,2014-01-06,Epiphany,26
644,2014-04-21,Easter Monday,26
645,2014-04-25,Liberation Day,26
646,2014-05-01,International Workers' Day,26
647,2014-06-02,Republic Day,26
648,2014-08-15,Assumption of Mary to Heaven,26
649,2014-11-01,All Saints Day,26
650,2014-12-08,Immaculate Conception,26
651,2014-12-25,Christmas Day,26
652,2014-12-26,St Stephen's Day,26
653,2015-01-01,New year,26
654,2015-01-06,Epiphany,26
655,2015-04-06,Easter Monday,26
656,2015-04-25,Liberation Day,26
657,2015-05-01,International Workers' Day,26
658,2015-06-02,Republic Day,26
659,2015-08-15,Assumption of Mary to Heaven,26
660,2015-11-01,All Saints Day,26
661,2015-12-08,Immaculate Conception,26
662,2015-12-25,Christmas Day,26
663,2015-12-26,St Stephen's Day,26
664,2016-01-01,New year,27
665,2016-01-06,Epiphany,27
666,2016-03-28,Easter Monday,27
667,2016-04-25,Liberation Day,27
668,2016-05-01,International Workers' Day,27
669,2016-06-02,Republic Day,27
670,2016-08-15,Assumption of Mary to Heaven,27
671,2016-11-01,All Saints Day,27
672,2016-12-08,Immaculate Conception,27
673,2016-12-25,Christmas Day,27
674,2016-12-26,St Stephen's Day,27
675,2017-01-01,New year,27
676,2017-01-06,Epiphany,27
677,2017-04-17,Easter Monday,27
678,2017-04-25,Liberation Day,27
679,2017-05-01,International Workers' Day,27
680,2017-06-02,Republic Day,27
681,2017-08-15,Assumption of Mary to Heaven,27
682,2017-11-01,All Saints Day,27
683,2017-12-08,Immaculate Conception,27
684,2017-12-25,Christmas Day,27
685,2017-12-26,St Stephen's Day,27
686,2014-01-01,New year,27
687,2014-01-06,Epiphany,27
688,2014-04-21,Easter Monday,27
689,2014-04-25,Liberation Day,27
690,2014-05-01,International Workers' Day,27
691,2014-06-02,Republic Day,27
692,2014-08-15,Assumption of Mary to Heaven,27
693,2014-11-01,All Saints Day,27
694,2014-12-08,Immaculate Conception,27
695,2014-12-25,Christmas Day,27
696,2014-12-26,St Stephen's Day,27
697,2015-01-01,New year,27
698,2015-01-06,Epiphany,27
699,2015-04-06,Easter Monday,27
700,2015-04-25,Liberation Day,27
701,2015-05-01,International Workers' Day,27
702,2015-06-02,Republic Day,27
703,2015-08-15,Assumption of Mary to Heaven,27
704,2015-11-01,All Saints Day,27
705,2015-12-08,Immaculate Conception,27
706,2015-12-25,Christmas Day,27
707,2015-12-26,St Stephen's Day,27
708,2016-01-01,New year,29
709,2016-01-02,Berchtold's Day,29
710,2016-03-25,Good Friday,29
711,2016-03-27,Easter Sunday,29
712,2016-03-28,Easter Monday,29
713,2016-05-01,Labour Day,29
714,2016-05-05,Ascension Thursday,29
715,2016-05-15,Whit Sunday,29
716,2016-05-16,Whit Monday,29
