SiteId,Surface,Sampling,BaseTemperature,MondayIsDayOff,TuesdayIsDayOff,WednesdayIsDayOff,ThursdayIsDayOff,FridayIsDayOff,SaturdayIsDayOff,SundayIsDayOff
96,18337.137009683065,15.0,18.0,False,False,False,False,False,True,True
98,20625.80746551685,15.0,18.0,False,False,False,False,False,True,True
99,17695.884493142366,15.0,18.0,False,False,False,False,False,True,True
100,9047.136190339224,15.0,18.0,False,False,False,False,False,True,True
101,9024.155116648762,15.0,18.0,False,False,False,False,False,True,True
102,19255.71056290297,15.0,18.0,False,False,False,False,False,True,True
105,15684.678377678501,10.0,18.0,False,False,False,False,False,True,True
106,10060.0609357754,15.0,18.0,False,False,False,False,False,True,True
107,12458.855608629528,15.0,18.0,False,False,False,False,False,True,True
108,19067.465109346085,15.0,18.0,False,False,False,False,False,True,True
109,20683.592124267016,15.0,18.0,False,False,False,False,False,True,True
110,14861.286072627407,15.0,18.0,False,False,False,False,False,False,True
111,16620.931716549676,15.0,18.0,False,False,False,False,False,True,True
112,8554.793630982167,15.0,18.0,False,False,False,False,False,True,True
115,215.871986374259,15.0,18.0,False,False,False,False,False,False,False
116,14251.475104977144,15.0,18.0,False,False,False,False,False,False,False
117,18772.751947399232,15.0,18.0,False,False,False,False,False,False,False
118,6027.921056374908,15.0,18.0,False,False,False,False,False,True,True
119,18648.464510570633,15.0,18.0,False,False,False,False,False,True,True
120,8793.378373174928,15.0,18.0,False,False,False,False,False,True,True
121,2381.057123793289,15.0,18.0,False,False,False,False,False,True,True
122,6843.612339842948,15.0,18.0,False,False,False,False,False,True,True
123,5470.2050178833315,15.0,18.0,False,False,False,False,False,True,True
124,339.2401199089363,15.0,18.0,False,False,False,False,False,True,True
125,2365.879311917699,15.0,18.0,False,False,False,False,False,True,True
126,824.844514784403,15.0,18.0,False,False,False,False,False,True,True
127,6676.045863255858,15.0,18.0,False,False,False,False,False,True,True
128,15029.09068480949,15.0,18.0,False,False,False,False,False,True,True
129,996.655109897256,15.0,18.0,False,False,False,False,False,True,True
130,1189.2450028797612,15.0,18.0,False,False,False,False,False,True,True
131,2968.755596259143,15.0,18.0,False,False,False,False,False,True,True
132,22687.797954896232,15.0,18.0,False,False,False,False,False,True,True
134,16582.207785210918,15.0,18.0,False,False,False,False,False,True,True
135,71615.85247589508,15.0,20.0,False,False,False,False,False,True,True
136,23995.524290953766,15.0,18.0,False,False,False,False,False,True,True
139,17301.377986441366,15.0,18.0,False,False,False,False,False,True,True
140,16355.878745671362,15.0,18.0,False,False,False,False,False,True,True
141,20437.057793194545,15.0,18.0,False,False,False,False,False,True,True
142,36346.267547924064,15.0,18.0,False,False,False,False,False,True,True
143,65578.16872838885,15.0,18.0,False,False,False,False,False,True,True
145,20442.654328743807,15.0,18.0,False,False,False,False,False,True,True
146,16727.851489208406,15.0,18.0,False,False,False,False,False,True,True
148,13157.060166971643,15.0,18.0,False,False,False,False,False,True,True
149,9551.823600819334,15.0,18.0,False,False,False,False,False,False,False
150,21607.715149341384,15.0,18.0,False,False,False,False,False,True,True
151,19758.452914001537,15.0,18.0,False,False,False,False,False,True,True
152,13999.177368241362,15.0,18.0,False,False,False,False,False,True,True
153,336.7854926071596,5.0,18.0,False,False,False,False,False,True,True
154,20258.56762693205,15.0,18.0,False,False,False,False,False,True,True
155,4224.944262416102,15.0,18.0,False,False,False,False,False,True,True
156,17531.967528630048,15.0,20.0,False,False,False,False,False,True,True
157,1138.5723210405558,15.0,18.0,False,False,False,False,False,True,True
158,878.6372150767128,15.0,18.0,False,False,False,False,False,True,True
159,826.2092761258828,15.0,18.0,False,False,False,False,False,True,True
160,652.9254679715958,15.0,18.0,False,False,False,False,False,True,True
161,3719.858954311349,15.0,18.0,False,False,False,False,False,True,True
162,1694.9545815102756,15.0,18.0,False,False,False,False,False,True,True
163,4707.302231641486,15.0,18.0,False,False,False,False,False,True,True
164,6176.042091590469,15.0,18.0,False,False,False,False,False,True,True
165,1462.398785684025,15.0,18.0,False,False,False,False,False,True,True
167,659.7325836613309,15.0,18.0,False,False,False,False,False,True,True
169,762.1230935826899,15.0,18.0,False,False,False,False,False,True,True
170,827.3777953870595,15.0,18.0,False,False,False,False,False,True,True
171,2206.308125129435,15.0,18.0,False,False,False,False,False,True,True
172,2539.468956184573,15.0,18.0,False,False,False,False,False,True,True
173,814.9143684002338,15.0,18.0,False,False,False,False,False,True,True
174,587.763238186948,15.0,18.0,False,False,False,False,False,True,True
175,1887.4202605099415,15.0,18.0,False,False,False,False,False,True,True
176,1849.278622076381,15.0,18.0,False,False,False,False,False,True,True
177,1580.3427685376955,15.0,18.0,False,False,False,False,False,True,True
178,1439.9368176013234,15.0,18.0,False,False,False,False,False,True,True
180,11557.679928839209,15.0,18.0,False,False,False,False,False,False,True
181,6744.003926830484,15.0,18.0,False,False,False,False,False,True,True
182,810.9184140339495,15.0,18.0,False,False,False,False,False,True,True
183,1334.9761104909705,15.0,18.0,False,False,False,False,False,True,True
184,1126.1395544279367,15.0,18.0,False,False,False,False,False,True,True
185,1620.7059841835874,15.0,18.0,False,False,False,False,False,True,True
186,1049.0786647424102,15.0,18.0,False,False,False,False,False,True,True
189,15722.835999913514,15.0,18.0,False,False,False,False,False,True,True
190,264.6758376096841,15.0,18.0,False,False,False,False,False,True,True
191,9318.1137915235,15.0,18.0,False,False,False,False,False,True,True
192,11188.881545094773,15.0,18.0,False,False,False,False,False,True,True
193,12414.049659855664,15.0,18.0,False,False,False,False,False,True,True
194,5552.252251654863,15.0,18.0,False,False,False,False,False,True,True
195,19609.2289860826,15.0,18.0,False,False,False,False,False,True,True
196,9718.375107040627,15.0,18.0,False,False,False,False,False,True,True
197,15005.71569078602,15.0,18.0,False,False,False,False,False,True,True
198,14388.713212683797,15.0,18.0,False,False,False,False,False,True,True
199,8530.808335635811,15.0,18.0,False,False,False,False,False,True,True
200,18121.94463913329,15.0,18.0,False,False,False,False,False,True,True
201,11990.293967537584,15.0,18.0,False,False,False,False,False,True,True
202,10165.008369367572,15.0,18.0,False,False,False,False,False,True,True
203,8867.633190238848,15.0,18.0,False,False,False,False,False,True,True
204,13162.4239415396,15.0,18.0,False,False,False,False,False,True,True
205,14724.807888269424,15.0,18.0,False,False,False,False,False,True,True
206,13821.739953709766,15.0,18.0,False,False,False,False,False,True,True
207,7964.873346500099,30.0,18.0,False,False,False,False,False,True,True
208,6938.059044769035,15.0,18.0,False,False,False,False,False,True,True
209,11225.081944139672,30.0,18.0,False,False,False,False,False,True,True
210,13096.690482925625,15.0,18.0,False,False,False,False,False,True,True
211,5112.723553320393,15.0,18.0,False,False,False,False,False,True,True
212,5046.825882745907,15.0,18.0,False,False,False,False,False,True,True
213,12539.932864019649,15.0,18.0,False,False,False,False,False,True,True
215,3036.009550344897,15.0,18.0,False,False,False,False,False,True,True
216,456.9008067366667,15.0,18.0,False,False,False,False,False,True,True
217,828.6839791957755,15.0,18.0,False,False,False,False,False,True,True
218,2484.2441524378955,15.0,18.0,False,False,False,False,False,True,True
219,2044.5785732008521,15.0,18.0,False,False,False,False,False,True,True
221,9500.105855879956,15.0,18.0,False,False,False,False,False,True,True
222,1385.283784425701,15.0,18.0,False,False,False,False,False,True,True
223,1435.3747495297573,15.0,18.0,False,False,False,False,False,True,True
224,13044.786759000272,15.0,18.0,False,False,False,False,False,True,True
225,1207.9151086040076,15.0,18.0,False,False,False,False,False,True,True
226,1487.2125376360489,15.0,18.0,False,False,False,False,False,True,True
227,1142.3452776584309,15.0,18.0,False,False,False,False,False,True,True
228,664.7583624743856,15.0,18.0,False,False,False,False,False,True,True
229,3956.618231148459,15.0,18.0,False,False,False,False,False,True,True
230,5802.693730220199,15.0,18.0,False,False,False,False,False,True,True
231,12572.84019840881,15.0,18.0,False,False,False,False,False,True,True
232,3403.1430211931,15.0,18.0,False,False,False,False,False,True,True
233,20721.99787553865,15.0,18.0,False,False,False,False,False,True,True
234,6561.059735444142,15.0,18.0,False,False,False,False,False,True,True
235,10906.977168109152,15.0,18.0,False,False,False,False,False,True,True
236,9427.61054598901,15.0,18.0,False,False,False,False,False,True,True
237,9084.382914053276,15.0,18.0,False,False,False,False,False,True,True
238,1025.2857526950538,15.0,18.0,False,False,False,False,False,True,True
239,1164.8226361721754,15.0,18.0,False,False,False,False,False,True,True
240,475.3543389844708,15.0,18.0,False,False,False,False,False,True,True
241,23232.44866367255,15.0,18.0,False,False,False,False,False,False,False
243,950.1602596488084,15.0,18.0,False,False,False,False,False,True,True
244,757.9928196372929,15.0,18.0,False,False,False,False,False,True,True
245,883.2005997168599,15.0,18.0,False,False,False,False,False,True,True
246,1296.931932028383,15.0,18.0,False,False,False,False,False,True,True
247,1233.317803192767,15.0,18.0,False,False,False,False,False,True,True
248,708.9697652652394,15.0,18.0,False,False,False,False,False,True,True
249,4879.621805681381,15.0,18.0,False,False,False,False,False,True,True
250,1448.4559915727004,15.0,18.0,False,False,False,False,False,True,True
251,1115.5981026389636,15.0,18.0,False,False,False,False,False,False,False
252,1372.6977925375106,15.0,18.0,False,False,False,False,False,True,True
253,548.9707456724718,15.0,18.0,False,False,False,False,False,True,True
254,487.12467790744273,15.0,18.0,False,False,False,False,False,True,True
255,212.8016547812149,15.0,18.0,False,False,False,False,False,True,True
256,688.0992899797858,15.0,18.0,False,False,False,False,False,True,True
257,612.3314414005728,15.0,18.0,False,False,False,False,False,True,True
259,22445.64030168811,30.0,18.0,False,False,False,False,False,True,True
260,13357.690454344265,10.0,18.0,False,False,False,False,False,True,True
261,32647.617852780968,15.0,18.0,False,False,False,False,False,True,True
262,37006.560895009905,15.0,18.0,False,False,False,False,False,True,True
263,2400.952976231929,5.0,18.0,False,False,False,False,False,True,True
264,3162.075995415449,5.0,18.0,False,False,False,False,False,True,True
265,680.9529905440286,5.0,18.0,False,False,False,False,False,True,True
266,252.95089458813894,5.0,18.0,False,False,False,False,False,True,True
267,743.8719089259394,5.0,18.0,False,False,False,False,False,True,True
268,1264.0375879695641,5.0,18.0,False,False,False,False,False,True,True
269,1645.582681854023,5.0,18.0,False,False,False,False,False,True,True
270,3855.634560808539,5.0,18.0,False,False,False,False,False,True,True
271,414.2112695518881,5.0,18.0,False,False,False,False,False,True,True
272,719.6902410732582,5.0,18.0,False,False,False,False,False,True,True
273,830.4409150732681,5.0,18.0,False,False,False,False,False,True,True
274,1468.2466904430185,5.0,18.0,False,False,False,False,False,True,True
275,2479.178923471016,5.0,18.0,False,False,False,False,False,True,True
276,621.276731195394,5.0,18.0,False,False,False,False,False,True,True
277,680.5766567313112,5.0,18.0,False,False,False,False,False,True,True
278,3632.2715832211534,5.0,18.0,False,False,False,False,False,True,True
279,1287.6780248886207,5.0,18.0,False,False,False,False,False,True,True
280,407.1703832810745,5.0,18.0,False,False,False,False,False,True,True
281,2171.8881603413033,5.0,18.0,False,False,False,False,False,True,True
282,2632.4945629108693,5.0,18.0,False,False,False,False,False,True,True
283,10363.82371387584,15.0,18.0,False,False,False,False,False,True,True
284,5703.070018789732,15.0,18.0,False,False,False,False,False,True,True
285,5996.254722215235,15.0,18.0,False,False,False,False,False,True,True
286,3580.1489907316864,5.0,18.0,False,False,False,False,False,True,True
287,22495.50705551915,15.0,18.0,False,False,False,False,False,True,True
288,23165.969177498482,15.0,18.0,False,False,False,False,False,False,False
289,14578.774718102068,15.0,18.0,False,False,False,False,False,False,True
290,34549.56465698639,15.0,18.0,False,False,False,False,False,True,True
292,16748.180709546432,10.0,18.0,False,False,False,False,False,True,True
293,4253.565514925866,10.0,18.0,False,False,False,False,False,True,True
294,4737.008134718053,10.0,18.0,False,False,False,False,False,True,True
295,10814.258272526786,10.0,18.0,False,False,False,False,False,True,True
297,19608.574928250164,15.0,18.0,False,False,False,False,False,False,True
298,3142.3696402926003,15.0,18.0,False,False,False,False,False,True,True
299,71.12641336861999,15.0,18.0,False,False,False,False,False,True,True
300,3813.660202402389,15.0,18.0,False,False,False,False,False,True,True
301,21849.456801203545,15.0,18.0,False,False,False,False,False,True,True
302,21284.57862198667,15.0,18.0,False,False,False,False,False,True,True
303,17934.445926630986,15.0,18.0,False,False,False,False,False,True,True
304,1258.8978868491251,15.0,18.0,False,False,False,False,False,True,True
305,1296.111785894027,15.0,18.0,False,False,False,False,False,True,True
